split,stratum,users,fraction,overall_users,overall_fraction,abs_frac_diff
overall,10-11 | light,168,0.009497964721845319,168,0.009497964721845319,0.0
fold_3,14-15 | dark,41,0.011591744416171897,206,0.011646313885119856,5.456946894795943e-05
fold_3,16-17 | light,42,0.011874469889737066,210,0.011872455902306648,2.0139874304173078e-06
fold_3,16-17 | tan,20,0.005654509471303365,100,0.005653550429669833,9.590416335317209e-07
fold_3,16-17 | dark,42,0.011874469889737066,212,0.011985526910900044,0.00011105702116297883
fold_3,18-19 | light,43,0.012157195363302233,214,0.012098597919493442,5.8597443808790575e-05
fold_3,18-19 | tan,19,0.0053717839977381965,92,0.005201266395296246,0.00017051760244195073
fold_3,18-19 | dark,44,0.012439920836867402,221,0.01249434644957033,5.442561270292863e-05
fold_3,20-21 | light,44,0.012439920836867402,220,0.012437810945273632,2.109891593769439e-06
fold_3,20-21 | tan,20,0.005654509471303365,99,0.005597014925373134,5.749454593023066e-05
fold_3,20-21 | dark,42,0.011874469889737066,213,0.012042062415196744,0.00016759252545967863
fold_3,22-23 | light,42,0.011874469889737066,214,0.012098597919493442,0.0002241280297563767
fold_3,22-23 | tan,21,0.005937234944868533,101,0.005710085933966531,0.0002271490109020018
fold_3,22-23 | dark,44,0.012439920836867402,222,0.012550881953867029,0.0001109611169996267
fold_3,24-25 | light,45,0.01272264631043257,225,0.012720488466757123,2.157843675446372e-06
fold_3,24-25 | tan,20,0.005654509471303365,100,0.005653550429669833,9.590416335317209e-07
fold_3,24-25 | dark,45,0.01272264631043257,225,0.012720488466757123,2.157843675446372e-06
fold_3,26-27 | light,47,0.013288097257562907,233,0.01317277250113071,0.00011532475643219638
fold_3,26-27 | tan,21,0.005937234944868533,105,0.005936227951153324,1.0069937152086539e-06
fold_3,26-27 | dark,44,0.012439920836867402,220,0.012437810945273632,2.109891593769439e-06
fold_3,28-29 | light,43,0.012157195363302233,218,0.012324739936680235,0.0001675445733780017
fold_3,28-29 | tan,20,0.005654509471303365,101,0.005710085933966531,5.557646266316635e-05
fold_3,28-29 | dark,46,0.013005371783997738,228,0.012890094979647219,0.00011527680435051944
fold_3,30-31 | light,45,0.01272264631043257,222,0.012550881953867029,0.00017176435656554058
fold_3,30-31 | tan,20,0.005654509471303365,103,0.005823156942559928,0.00016864747125656335
fold_3,30-31 | dark,46,0.013005371783997738,226,0.012777023971053823,0.00022834781294391558
fold_3,32-33 | light,45,0.01272264631043257,225,0.012720488466757123,2.157843675446372e-06
fold_3,32-33 | tan,22,0.006219960418433701,109,0.006162369968340117,5.7590450093583656e-05
fold_3,32-33 | dark,43,0.012157195363302233,218,0.012324739936680235,0.0001675445733780017
fold_3,34-35 | light,46,0.013005371783997738,229,0.012946630483943917,5.8741300053821374e-05
fold_3,34-35 | tan,21,0.005937234944868533,108,0.006105834464043419,0.00016859951917488642
fold_3,34-35 | dark,45,0.01272264631043257,224,0.012663952962460425,5.869334797214444e-05
fold_3,36-37 | light,45,0.01272264631043257,222,0.012550881953867029,0.00017176435656554058
fold_3,36-37 | tan,22,0.006219960418433701,110,0.006218905472636816,1.0549457968847195e-06
fold_3,36-37 | dark,44,0.012439920836867402,220,0.012437810945273632,2.109891593769439e-06
fold_3,38-39 | light,45,0.01272264631043257,224,0.012663952962460425,5.869334797214444e-05
fold_3,38-39 | tan,21,0.005937234944868533,106,0.005992763455450022,5.5528510581489415e-05
fold_3,38-39 | dark,44,0.012439920836867402,220,0.012437810945273632,2.109891593769439e-06
fold_3,40-41 | light,44,0.012439920836867402,223,0.012607417458163727,0.00016749662129632477
fold_3,40-41 | tan,21,0.005937234944868533,104,0.005879692446856626,5.754249801190672e-05
fold_3,40-41 | dark,44,0.012439920836867402,222,0.012550881953867029,0.0001109611169996267
fold_3,42-43 | light,44,0.012439920836867402,222,0.012550881953867029,0.0001109611169996267
fold_3,42-43 | tan,21,0.005937234944868533,106,0.005992763455450022,5.5528510581489415e-05
fold_3,42-43 | dark,45,0.01272264631043257,222,0.012550881953867029,0.00017176435656554058
fold_3,44-45 | light,46,0.013005371783997738,229,0.012946630483943917,5.8741300053821374e-05
fold_3,44-45 | tan,21,0.005937234944868533,105,0.005936227951153324,1.0069937152086539e-06
fold_3,44-45 | dark,46,0.013005371783997738,229,0.012946630483943917,5.8741300053821374e-05
fold_3,46-47 | light,45,0.01272264631043257,223,0.012607417458163727,0.00011522885226884251
fold_3,46-47 | tan,21,0.005937234944868533,108,0.006105834464043419,0.00016859951917488642
fold_3,46-47 | dark,45,0.01272264631043257,224,0.012663952962460425,5.869334797214444e-05
fold_3,48-49 | light,46,0.013005371783997738,227,0.01283355947535052,0.0001718123086472175
fold_3,48-49 | tan,20,0.005654509471303365,102,0.005766621438263229,0.00011211196695986442
fold_3,48-49 | dark,45,0.01272264631043257,225,0.012720488466757123,2.157843675446372e-06
fold_3,50 | light,22,0.006219960418433701,112,0.006331976481230212,0.00011201606279651142
fold_3,50 | tan,10,0.0028272547356516823,50,0.0028267752148349165,4.795208167658604e-07
fold_3,50 | dark,22,0.006219960418433701,110,0.006218905472636816,1.0549457968847195e-06
fold_3,51-55 | light,109,0.030817076618603337,545,0.030811849841700586,5.226776902751001e-06
fold_3,51-55 | tan,53,0.014984450098953916,265,0.014981908638625056,2.541460328860101e-06
fold_3,51-55 | dark,111,0.031382527565733676,555,0.031377204884667574,5.322681066101398e-06
fold_3,56-60 | light,111,0.031382527565733676,555,0.031377204884667574,5.322681066101398e-06
fold_3,56-60 | tan,51,0.01441899915182358,257,0.01452962460425147,0.0001106254524278899
fold_3,56-60 | dark,111,0.031382527565733676,553,0.03126413387607418,0.00011839368965949754
fold_3,61-65 | light,106,0.029968900197907832,533,0.03013342379014021,0.00016452359223237747
fold_3,61-65 | tan,52,0.014701724625388747,257,0.01452962460425147,0.00017210002113727738
fold_3,61-65 | dark,108,0.030534351145038167,540,0.030529172320217096,5.178824821070599e-06
fold_3,66-70 | light,104,0.029403449250777494,524,0.029624604251469924,0.0002211550006924294
fold_3,66-70 | tan,51,0.01441899915182358,253,0.014303482587064677,0.00011551656475890237
fold_3,66-70 | dark,108,0.030534351145038167,539,0.030472636815920398,6.171432911776867e-05
fold_3,71-75 | light,102,0.02883799830364716,514,0.02905924920850294,0.0002212509048557798
fold_3,71-75 | tan,50,0.01413627367825841,249,0.014077340569877883,5.893310838052737e-05
fold_3,71-75 | dark,108,0.030534351145038167,537,0.030359565807327002,0.0001747853377111648
fold_4,10-11 | light,34,0.009612666101215719,168,0.009497964721845319,0.00011470137937039972
fold_4,10-11 | tan,16,0.004523607577042691,82,0.0046359113523292625,0.00011230377528657128
fold_4,10-11 | dark,37,0.010460842521911224,186,0.01051560379918589,5.4761277274665426e-05
fold_4,12-13 | light,40,0.01130901894260673,196,0.011080958842152872,0.00022806010045385745
fold_4,12-13 | tan,18,0.005089058524173028,93,0.005257801899592945,0.00016874337541991635
fold_4,12-13 | dark,41,0.011591744416171897,205,0.011589778380823156,1.9660353487403748e-06
fold_4,14-15 | light,41,0.011591744416171897,204,0.011533242876526458,5.8501539645438444e-05
fold_4,14-15 | tan,18,0.005089058524173028,90,0.00508819538670285,8.631374701787223e-07
fold_4,14-15 | dark,41,0.011591744416171897,206,0.011646313885119856,5.456946894795943e-05
fold_4,16-17 | light,42,0.011874469889737066,210,0.011872455902306648,2.0139874304173078e-06
fold_4,16-17 | tan,20,0.005654509471303365,100,0.005653550429669833,9.590416335317209e-07
fold_4,16-17 | dark,42,0.011874469889737066,212,0.011985526910900044,0.00011105702116297883
fold_4,18-19 | light,42,0.011874469889737066,214,0.012098597919493442,0.0002241280297563767
fold_4,18-19 | tan,19,0.0053717839977381965,92,0.005201266395296246,0.00017051760244195073
fold_4,18-19 | dark,44,0.012439920836867402,221,0.01249434644957033,5.442561270292863e-05
fold_4,20-21 | light,44,0.012439920836867402,220,0.012437810945273632,2.109891593769439e-06
fold_4,20-21 | tan,20,0.005654509471303365,99,0.005597014925373134,5.749454593023066e-05
fold_4,20-21 | dark,43,0.012157195363302233,213,0.012042062415196744,0.00011513294810548864
fold_4,22-23 | light,43,0.012157195363302233,214,0.012098597919493442,5.8597443808790575e-05
fold_4,22-23 | tan,20,0.005654509471303365,101,0.005710085933966531,5.557646266316635e-05
fold_4,22-23 | dark,44,0.012439920836867402,222,0.012550881953867029,0.0001109611169996267
fold_4,24-25 | light,45,0.01272264631043257,225,0.012720488466757123,2.157843675446372e-06
fold_4,24-25 | tan,20,0.005654509471303365,100,0.005653550429669833,9.590416335317209e-07
fold_4,24-25 | dark,45,0.01272264631043257,225,0.012720488466757123,2.157843675446372e-06
fold_4,26-27 | light,47,0.013288097257562907,233,0.01317277250113071,0.00011532475643219638
fold_4,26-27 | tan,21,0.005937234944868533,105,0.005936227951153324,1.0069937152086539e-06
fold_4,26-27 | dark,44,0.012439920836867402,220,0.012437810945273632,2.109891593769439e-06
fold_4,28-29 | light,43,0.012157195363302233,218,0.012324739936680235,0.0001675445733780017
fold_4,28-29 | tan,21,0.005937234944868533,101,0.005710085933966531,0.0002271490109020018
fold_4,28-29 | dark,45,0.01272264631043257,228,0.012890094979647219,0.00016744866921464957
fold_4,30-31 | light,44,0.012439920836867402,222,0.012550881953867029,0.0001109611169996267
fold_4,30-31 | tan,21,0.005937234944868533,103,0.005823156942559928,0.00011407800230860479
fold_4,30-31 | dark,45,0.01272264631043257,226,0.012777023971053823,5.437766062125343e-05
fold_4,32-33 | light,45,0.01272264631043257,225,0.012720488466757123,2.157843675446372e-06
fold_4,32-33 | tan,22,0.006219960418433701,109,0.006162369968340117,5.7590450093583656e-05
fold_4,32-33 | dark,44,0.012439920836867402,218,0.012324739936680235,0.00011518090018716731
fold_4,34-35 | light,46,0.013005371783997738,229,0.012946630483943917,5.8741300053821374e-05
fold_4,34-35 | tan,21,0.005937234944868533,108,0.006105834464043419,0.00016859951917488642
fold_4,34-35 | dark,45,0.01272264631043257,224,0.012663952962460425,5.869334797214444e-05
fold_4,36-37 | light,44,0.012439920836867402,222,0.012550881953867029,0.0001109611169996267
fold_4,36-37 | tan,22,0.006219960418433701,110,0.006218905472636816,1.0549457968847195e-06
fold_4,36-37 | dark,44,0.012439920836867402,220,0.012437810945273632,2.109891593769439e-06
fold_4,38-39 | light,44,0.012439920836867402,224,0.012663952962460425,0.00022403212559302284
fold_4,38-39 | tan,22,0.006219960418433701,106,0.005992763455450022,0.00022719696298367873
fold_4,38-39 | dark,44,0.012439920836867402,220,0.012437810945273632,2.109891593769439e-06
fold_4,40-41 | light,44,0.012439920836867402,223,0.012607417458163727,0.00016749662129632477
fold_4,40-41 | tan,21,0.005937234944868533,104,0.005879692446856626,5.754249801190672e-05
fold_4,40-41 | dark,45,0.01272264631043257,222,0.012550881953867029,0.00017176435656554058
fold_4,42-43 | light,44,0.012439920836867402,222,0.012550881953867029,0.0001109611169996267
fold_4,42-43 | tan,21,0.005937234944868533,106,0.005992763455450022,5.5528510581489415e-05
fold_4,42-43 | dark,45,0.01272264631043257,222,0.012550881953867029,0.00017176435656554058
fold_4,44-45 | light,46,0.013005371783997738,229,0.012946630483943917,5.8741300053821374e-05
fold_4,44-45 | tan,21,0.005937234944868533,105,0.005936227951153324,1.0069937152086539e-06
fold_4,44-45 | dark,46,0.013005371783997738,229,0.012946630483943917,5.8741300053821374e-05
fold_4,46-47 | light,45,0.01272264631043257,223,0.012607417458163727,0.00011522885226884251
fold_4,46-47 | tan,21,0.005937234944868533,108,0.006105834464043419,0.00016859951917488642
fold_4,46-47 | dark,45,0.01272264631043257,224,0.012663952962460425,5.869334797214444e-05
fold_4,48-49 | light,46,0.013005371783997738,227,0.01283355947535052,0.0001718123086472175
fold_4,48-49 | tan,20,0.005654509471303365,102,0.005766621438263229,0.00011211196695986442
fold_4,48-49 | dark,45,0.01272264631043257,225,0.012720488466757123,2.157843675446372e-06
fold_4,50 | light,22,0.006219960418433701,112,0.006331976481230212,0.00011201606279651142
fold_4,50 | tan,10,0.0028272547356516823,50,0.0028267752148349165,4.795208167658604e-07
fold_4,50 | dark,22,0.006219960418433701,110,0.006218905472636816,1.0549457968847195e-06
fold_4,51-55 | light,109,0.030817076618603337,545,0.030811849841700586,5.226776902751001e-06
fold_4,51-55 | tan,53,0.014984450098953916,265,0.014981908638625056,2.541460328860101e-06
fold_4,51-55 | dark,111,0.031382527565733676,555,0.031377204884667574,5.322681066101398e-06
fold_4,56-60 | light,111,0.031382527565733676,555,0.031377204884667574,5.322681066101398e-06
fold_4,56-60 | tan,51,0.01441899915182358,257,0.01452962460425147,0.0001106254524278899
fold_4,56-60 | dark,111,0.031382527565733676,553,0.03126413387607418,0.00011839368965949754
fold_4,61-65 | light,107,0.030251625671473,533,0.03013342379014021,0.0001182018813327898
fold_4,61-65 | tan,51,0.01441899915182358,257,0.01452962460425147,0.0001106254524278899
fold_4,61-65 | dark,108,0.030534351145038167,540,0.030529172320217096,5.178824821070599e-06
fold_4,66-70 | light,105,0.029686174724342665,524,0.029624604251469924,6.157047287274134e-05
fold_4,66-70 | tan,50,0.01413627367825841,253,0.014303482587064677,0.00016720890880626664
fold_4,66-70 | dark,108,0.030534351145038167,539,0.030472636815920398,6.171432911776867e-05
fold_4,71-75 | light,103,0.029120723777212327,514,0.02905924920850294,6.147456870938747e-05
fold_4,71-75 | tan,49,0.013853548204693244,249,0.014077340569877883,0.0002237923651846399
fold_4,71-75 | dark,108,0.030534351145038167,537,0.030359565807327002,0.0001747853377111648
